firsrt_name,last_name,DOB,height,weight
Gabrielle,WILKINS,01281974,70,161
Joselyn,SQUIRES,10201953,63,143
Kali,HAN,09011971,66,135
Jimmy,GARRISON,11261973,77,155
Justice,HILLS,01171978,77,166
Corey,BRENNAN,07281942,78,154
Aldo,GARRISON,10261977,68,144
William,PEMBERTON,06081973,74,154
Kyla,GRECO,08131961,79,150
Javon,LAWLER,08231970,65,139
Deandre,HUYNH,02041960,64,145
Martin,TRUONG,07301959,69,149
Kyle,MEADE,12081960,77,180
Naomi,BARGER,10201980,78,166
Hailey,VALENTINE,09091984,61,136
Marcos,FRENCH,11031969,70,148
Josiah,GARLAND,01291948,79,173
Joselyn,HARPER,10291961,76,161
Nadia,SOTELO,12271977,76,163
Jaylin,COX,08041948,63,109
Raegan,THOMPSON,05231984,61,113
Liam,MILAM,07061974,56,101
Gianna,HOSKINS,12141943,66,139
Jackson,PITTS,04171942,59,127
Bryson,GLOVER,09061953,67,140
Shaun,CERVANTES,12071983,76,130
Devin,BRENNER,02091982,70,133
Jaden,BARR,05031960,77,158
Imani,EVERHART,01011945,77,162
Samara,INSLOW,07031946,67,148
Leland,WILSON,06011942,77,176
Kaitlin,EVANS,09261949,68,150
Alissa,DUKE,12011977,67,127
Melody,HURTADO,06061980,68,146
Haley,COREY,04151961,74,166
Quincy,GAMEZ,02281973,72,158
Elaina,DUARTE,09261965,70,149
Jeffrey,PURNELL,10271950,64,149
Madeleine,MCCURDY,05261958,56,115
Guillermo,CORREA,12071943,74,152
Marisol,BERNSTEIN,09111946,55,129
Nataly,BUSH,12071957,58,111
Francisco,HARGROVE,01131948,56,105
Abraham,ROE,06221949,70,150
Felipe,KAY,03291948,77,154
Ashlyn,KILLIAN,06131940,64,133
Julianna,LAWSON,07041955,62,115
Anthony,PAYNE,10151963,57,116
Michaela,CORNETT,09301985,66,150
Dorian,ALI,06011972,58,119
Jordan,CAREY,08181984,63,118
Tatum,CHOW,03151980,73,157
Cheyenne,VANG,03161960,61,149
Daniela,MICHAELS,01051942,64,152
Melany,KRAUS,03021983,70,138
Kelvin,KAHN,10171949,56,121
Dean,MCWHORTER,07221949,68,158
Jeffrey,RILEY,03181961,69,150
Elliott,ISRAEL,12071954,73,148
Hugo,LITTLE,12271960,70,129
Aubrey,DELEON,02221946,67,126
Kyra,BRAVO,05311981,66,141
Connor,RUIZ,11011952,55,91
Kaylie,ADDISON,11151985,77,167
Lucas,EUBANKS,12181948,70,134
Ana,WATSON,11171981,71,166
Savanna,DENNY,09081950,73,166
Benjamin,STCLAIR,04271946,63,120
Myles,HICKMAN,07061970,76,194
Angelo,FUENTES,01071982,63,120
Carly,COCHRAN,06011983,56,110
Jesus,CLEMENT,06221948,78,170
Allie,POWERS,06121969,79,150
Blake,HODGES,07311947,63,141
Ivan,VAIL,12211971,70,145
Anastasia,STEARNS,10191971,62,134
Lindsey,GARVIN,12241980,60,138
Marcus,GUINN,01081985,77,149
Tyson,GRADY,01161981,59,118
Macie,MCMILLIAN,12121984,70,162
Adrianna,STANLEY,10221985,70,155
Ayden,CHRISTIE,01131951,64,139
Randy,SHEETS,07221975,76,158
Quinn,FOSS,03281981,66,121
Myles,PARENT,01281968,68,135
Sophia,DICKEY,04231967,67,140
Hannah,QUINN,06251951,57,122
Jazmine,STONE,05171942,69,153
Damon,KUHN,10021972,59,121
Shelby,LIVELY,08251964,71,145
Sabrina,KEARNEY,04101964,62,111
Eleanor,SCHAFER,10081979,76,159
Kaelyn,HARDING,12281960,58,120
Mia,KEY,11111976,79,171
Ana,LAYNE,08021984,55,116
Rachel,CLEMENS,11131955,71,141
Shane,GURLEY,05061956,61,112
Thomas,HOWELL,09071948,74,147
Malik,XIONG,02061968,71,146
Kylie,GREENBERG,01141972,62,129
Nancy,BARTHOLOMEW,08221951,55,108
Khalil,RIZZO,01171963,64,135
Melody,WOODWARD,03181971,60,142
Fatima,CARRANZA,05201970,56,112
Jamari,VU,07091969,72,153
Jamie,WOMACK,09151945,65,137
Braydon,VANCE,07171984,65,136
Wendy,SAENZ,07281978,75,159
Grace,CLIFFORD,01281969,68,131
Jimmy,COUTURE,11061982,77,170
Paige,MOREY,12031951,62,128
Ismael,SWAN,02091971,72,168
Andres,SLOAN,06101974,65,145
Viviana,AMAYA,11221959,72,152
Aubrey,ALONSO,10201984,77,171
Kennedy,DYE,04011970,78,160
Taryn,BLANTON,06091953,59,114
Meredith,ALONZO,04141954,64,147
Naomi,CULPEPPER,12031985,73,157
Jaiden,WOODARD,09111963,65,123
Adeline,MONAHAN,03291948,68,154
Keira,WALLACE,06271974,61,126
Violet,GUERRA,11191955,72,156
Victor,NEWMAN,04261982,66,134
Maddox,SANTANA,03251960,64,150
Bruce,SANTOS,10051963,70,136
Jude,REDD,12151941,65,142
Kaylee,SPRINGER,01041949,75,169
Brian,JEFFRIES,04161979,73,111
Nicholas,HAWKINS,05171948,71,169
Ivan,WITHERSPOON,10081985,64,132
Hunter,CASTRO,06221985,73,140
Ella,BELLAMY,08211942,55,94
Carlos,GAGE,08131981,59,103
Madeline,SOWELL,11241957,70,144
Leslie,RICHMOND,01161970,68,139
Ayla,BARBOSA,06271951,63,130
Myles,HORNE,08181954,72,161
Kingston,MACON,02061943,69,128
Ethan,SYLVESTER,05061971,55,122
Jaelyn,JUDD,05071941,58,104
Autumn,EAST,03071956,72,164
Hayden,CHEATHAM,11091943,77,158
Francesca,HUFF,07301985,78,187
Vanessa,MINTON,07221961,65,123
Haylee,REDMOND,10231965,79,186
Micah,THARP,02171954,57,102
Roman,HOWELL,11161963,60,102
Dulce,DWYER,05101985,72,165
Jay,SCHAFER,10151969,76,153
Myles,NELSON,10181955,68,143
Jameson,GUERRA,03191979,68,161
Holly,SPRUILL,10221943,78,176
Xander,LINCOLN,09051946,61,113
Kristian,CHADWICK,07081975,79,176
Kathleen,JACQUES,08081960,70,142
Chelsea,VARNEY,08271945,76,168
Gabriel,BOWEN,01041967,75,155
Fernanda,WHITNEY,01281985,69,160
Adriana,ROSEN,06121968,57,113
Nancy,CHATMAN,06281959,58,108
Aliyah,LINN,10271973,57,130
Tristan,PEPPER,10091985,60,126
Desiree,KRUSE,07231985,73,169
Owen,RHOADS,09131940,79,177
Jamarion,SCHWARZ,10211949,68,136
Esmeralda,RIDER,02271971,68,135
Lucas,CORDERO,06091982,56,103
Dakota,MARQUEZ,03231959,56,108
Cindy,OCAMPO,11241984,56,114
Jordan,WATKINS,03261948,76,152
Quinton,HOLLINGSWORTH,08061957,67,123
Izabella,YOST,06011955,67,138
Abraham,BONNER,11291961,69,141
Porter,BARLOW,11141984,73,152
Aniyah,COOK,07241968,78,170
Jaime,KOEHLER,02031976,65,144
Ismael,DAVENPORT,02161977,76,182
hCance,HAN,11061964,59,116
Ayla,DUARTE,01151981,61,126
Dennis,NEFF,07111944,60,116
Izaiah,TROUTMAN,07021981,71,147
Lily,DANIEL,02231977,78,181
Braylon,STERN,03071955,59,125
Gabriella,PRATER,11161955,60,129
Sofia,SCHAFER,05211941,72,146
William,MURPHY,11161975,67,145
Marshall,BRUNSON,05271959,78,177
Armando,KUYKENDALL,12101946,64,135
Guadalupe,BREAUX,04191971,79,154
Autumn,FOY,05171979,79,156
Penelope,GRUBB,08271965,73,142
Payton,KENDALL,03161958,67,130
Jaylin,STEEN,10101983,59,132
Giselle,WATKINS,03131968,66,132
Alyssa,PRITCHETT,02011940,79,189
Javier,ANDREW,01311967,63,141
Kenneth,STUART,09111970,55,89
Emiliano,GILL,03151982,76,182
Madeline,VARGAS,10091960,76,167
Luna,WILLEY,06151967,65,133
Grcae,JAMESON,05281983,70,140
Ty,LAND,11161977,75,157
Eli,HENDERSON,03081974,62,147
Madison,MCDANIEL,11261945,61,127
Isabella,ARMSTRONG,04221948,72,147
Cade,KLINE,03051972,68,143
Brayan,MANN,09041984,73,154
Kyleigh,MACE,03281968,72,151
Raquel,WILLS,02021952,63,135
Jaiden,VARGAS,03101968,73,158
Jadyn,BILLINGS,07091968,58,107
Chelsea,LAYNE,05041955,66,118
Catherine,VALENZUELA,08251940,60,129
Leonardo,SANFORD,05101942,79,170
Viviana,HOPSON,07281971,71,149
Abraham,CAPPS,05081941,79,171
Serenity,HELMS,01081976,74,158
Jadon,KAPLAN,07251984,75,204
Raul,GIPSON,10281970,76,169
Lukas,PRADO,05031964,73,157
Nehemiah,NEWSOME,01131983,60,114
Dennis,MINTON,09251945,78,160
Nicholas,POLLARD,08141984,61,116
Amy,KENNDEY,11231968,56,116
Malik,FREY,08131966,55,129
Julian,BAGLEY,05221977,74,172
Jason,IVEY,08151955,66,121
Mark,REES,07181968,71,158
Cade,HYMAN,05021968,76,178
Angelo,WALTON,02121974,68,139
Arianna,HASKINS,10171960,72,166
Nathaniel,WISE,08211940,63,122
Sophie,JACOBSEN,01151981,68,144
Crystal,MADRIGAL,07241953,76,161
Valentina,WILLINGHAM,11021976,57,118
Jackson,LY,02271985,75,159
Vivian,MONROE,08061979,66,157
Devin,ROSEN,06121954,61,108
Andy,STAPLES,05041954,79,165
Rodrigo,PHILLIPS,06161964,67,127
Joe,JOYCE,10311941,77,159
Drew,HULL,04171943,75,175
Dante,YODER,10081962,77,144
Payton,CHATMAN,12071942,60,108
Aurora,COY,06221960,60,142
Catherine,NORWOOD,12251977,63,138
Carl,LESTER,02281944,60,116
Jenna,EDWARDS,01251940,58,106
Emilio,CRUZ,04191955,61,125
Ashlyn,RANDALL,05141958,58,122
Sidney,WILHELM,10111967,71,107
Alan,ROMERO,04141968,59,118
Rebecca,ACTES,07071982,70,137
Keira,ALI,10231970,66,117
Ismael,GANN,03021956,61,133
Aubrey,SCALES,12151954,70,157
Autumn,MURRELL,05181981,74,171
Jameson,KINNEY,02191968,73,164
Rebecca,FITZPATRICK,02191984,70,146
Claire,MCKENZIE,07301941,68,145
Angela,CANTRELL,04101951,61,144
Timothy,KIMBLE,07131942,58,122
John,MCLENDON,04161952,78,160
Robert,QUARLES,06031974,78,165
Destiny,ROSEN,10311953,74,144
Mathew,IVERSON,06221963,67,133
Kameron,CORMIER,07141948,73,148
Edgar,MCCURDY,12141962,68,160
Jamie,RINEHART,08161973,56,125
Madelynn,HIRSCH,07291973,69,151
Aurora,BARNES,08211953,60,123
Madeleine,RADFORD,10051946,63,130
Autumn,MYERS,05261972,59,102
Sandra,LOPEZ,07091954,57,106
Yoselin,DIAZ,09171959,69,135
Max,SHANKS,04291982,62,144
Enrique,GOLD,04041967,78,178
Logan,CLARKE,04061974,68,140
Elliott,CHACON,06101945,58,102
Jazmin,MEANS,08161955,73,166
Danny,REYNOSO,09071969,78,167
Skylar,MEEK,05301977,63,123
Rodney,THOMAS,12041972,69,146
Reid,BLOOM,01191947,79,179
Jaylen,WARREN,11021959,77,168
Kayla,HENDRIX,06131962,67,141
Jesse,ROLLINS,12191970,59,120
Keira,SHIPMAN,08061951,71,156
Ashlynn,STCLAIR,12251956,78,168
Dennis,HIGGINS,03251951,59,112
Kenzie,HAMLIN,04291970,75,149
Madalyn,BENJAMIN,07161960,56,92
onathon,HOPSON,01251951,58,121
Aurora,COFFEY,05041977,68,152
Luke,KAY,03161971,59,123
Abigail,DUNHAM,03181956,68,138
Mekhi,LANG,08231976,57,109
Hiilee,PARTRIDGE,04171946,69,134
Kyler,VELASCO,06211962,68,153
Mathew,BYERS,12171954,66,129
Brody,CHANG,08201954,70,153
Parker,GUEVARA,07061957,68,156
Courtney,DOE,03021982,59,123
Zander,VALADEZ,07311964,56,112
Simon,LIU,05081980,79,167
Griffin,HAWK,11261967,75,160
Pedro,ADDISON,05051974,68,149
Macie,RAYMOND,01021985,60,121
Owen,THORN,08091950,74,163
Elliot,PRESLEY,02141951,81,143
Heaven,HAMM,02161948,59,116
Adam,CROSBY,04111966,63,123
Alina,DARDEN,02241948,78,166
Jayla,CARPENTER,09011976,70,159
Ryan,TRACY,03191979,61,125
Kristen,FINK,11061970,67,140
Marco,HEARD,01011941,72,142
Caitlin,RICH,01221969,58,108
Saul,KOEHLER,05311961,72,173
Ernesto,CANALES,11291961,72,159
Micheal,LEVESQUE,05211948,67,144
Bella,BRAVO,10191967,57,119
Veronica,DRISCOLL,03051941,73,171
Mariah,SELF,09071960,62,126
Solomon,HOPKINS,07051950,77,158
Nathanael,ROMERO,10151975,60,137
Kenzie,INTON,03151983,61,120
Jazmine,YORK,06151980,79,182
Justice,BONE,12201985,75,167
Riley,CLAY,10101966,73,173
Paulina,MATTHEWS,03131970,64,125
Jasper,RUFF,05121958,64,137
Morgan,VARGAS,11101964,72,164
Alexis,DWYER,05061972,58,119
Adam,JACOBSEN,08101969,76,142
Vivian,MAIN,04131977,73,160
Cassandra,BLACK,04041980,71,159
Anna,CHEATHAM,07271954,59,122
Calvin,FAUST,06151954,79,171
Ayden,LOUIS,11161958,78,163
Abigail,WILKINSON,01181972,72,172
Claudia,GIL,05281957,85,164
Maya,COFFEY,01171946,71,135
Nia,FERRELL,10191972,77,162
Joel,LANDRUM,06291950,69,145
Peyton,WITT,11141976,66,117
Fernanda,MANN,05291949,65,134
Enrique,PIERRE,01131985,68,140
Erin,EASLEY,03071984,76,159
Ciara,COATS,09131964,69,147
Diamond,FELIX,06221944,64,126
Faith,PADILLA,11061941,61,127
Javier,COTTRELL,10151964,68,141
Nathanael,SIMPKINS,08101944,79,178
Harrison,COE,09271978,77,174
Rodney,OWEN,12031964,70,160
Natalie,BUENO,02151949,77,158
Natasha,MOCK,03271950,79,172
Aidan,CLOUTIER,01111984,69,129
Madilyn,TROTTER,10061947,57,96
Harley,GIVENS,01221950,56,123
Katelyn,HYDE,09281960,73,166
Jameson,MCDOWELL,07031971,73,154
Terry,COMBS,05041964,63,127
Lance,LONDON,12131954,65,131
Randy,DAVID,06241961,59,113
Autumn,JOINER,06031964,68,160
Kylie,GEIGER,01201956,60,132
Alina,GEORGE,04201951,65,137
Skyler,FOLEY,11131958,72,147
Wendy,HARVEY,09171943,63,130
Kaitlyn,FISHER,11121968,67,140
Mercedes,HEBERT,07051940,61,118
Jaime,LANKFORD,01281985,70,141
Lilly,SCHMITZ,04141985,60,141
Caitlin,STINSON,03031960,69,145
Nataly,GARVNI,08301941,73,154
Jameson,VELA,08241949,77,176
Julie,DONAHUE,06011951,79,168
Madilyn,JOINER,03051951,72,158
Lyla,SAYLOR,02021953,78,194
Brielle,ISBELL,05161978,65,119
Rachael,SWEENEY,06281966,64,144
Rose,CASTANEDA,12311946,58,118
Bethany,ONEIL,02141949,74,145
Kelvin,QUALLS,06221973,78,159
Amelia,BEST,08191955,56,111
Adan,YOUNGER,01111966,66,140
Leslie,SOUSA,03091940,74,164
Katie,GRIMM,05281947,65,133
Rodney,GASKINS,01061976,65,123
Aliyah,HEARN,09241964,64,126
Jazmine,GREER,07291947,61,120
William,JACK,03081961,63,132
Allyson,GALLO,02111951,73,149
Ryder,MILLS,10091965,79,170
Genesis,HURST,09201984,72,148
Esmeralda,MASTERS,01071952,76,151
Janelle,RUFF,12211951,78,168
Mohamed,DELONG,02141975,75,152
Elias,SKELTON,08071979,76,159
Madelynn,CAMPBELL,09131943,76,161
Sebastian,REID,04181960,66,136
Dulce,GANDY,11291963,61,115
Yoselin,SHELDON,09231965,78,160
Meredith,VILLARREAL,05071949,73,157
Lena,CARR,03291971,78,157
Paris,CRUMP,01281973,68,150
Darren,OCCHRAN,04211961,65,125
Camille,EAST,11101984,58,133
Ashton,KRAUS,04211985,72,145
Everett,PAINTER,11301982,69,138
Haley,EUBANKS,03051952,56,119
Nicole,ZAMORA,06301960,72,150
Chris,DOWNING,05291964,63,134
Jaxon,SWIFT,08131965,64,138
Amber,FUNK,06271943,76,165
Dakota,REYNOSO,01301943,69,144
Hayden,PETTIT,06281960,90,160
Kylee,CABRAL,11201946,76,167
Jay,WORLEY,10101951,72,160
Tiffany,MCKINNEY,02161940,61,120
Isiah,HELM,03051979,69,147
Easton,SHULTZ,10031978,60,109
Tristen,ROSARIO,07251972,78,157
Adrian,KINSEY,11021957,71,140
Natalie,GATES,02031954,71,145
Jaden,BOGGS,07291968,62,115
Malachi,TOLBERT,01061982,74,150
Hadley,CHO,12131975,68,138
Thomas,MCCURDY,03261960,55,97
Drew,HILLIARD,06201952,64,137
Keira,LIND,01131975,71,150
Jane,HAYNES,03101981,70,148
Mikayla,ENGLE,03191971,71,141
Miranda,DUNNING,06031959,67,124
Katelynn,CHRISTY,06111946,76,165
Israel,YEAGER,09231948,56,103
Kathleen,NANCE,04051958,74,137
Jonathon,MINTON,07311955,64,139
Janiya,COURTNEY,12171983,58,137
Alberto,FARRAR,09031960,70,132
Roy,GARNETT,03041965,63,133
Fabian,LANG,11061958,71,155
Dayanara,DOUGLASS,01161954,62,121
Quinn,MARSHALL,12191980,61,140
Kobe,MEANS,01191942,73,151
Kiera,HAINES,05151954,69,141
Alexander,HESS,06011945,63,130
Miriam,LOVELL,08071976,78,179
Chloe,TEAGUE,03271974,79,184
Brennan,YU,04131953,66,123
Talia,LADD,01291982,76,162
Aliyah,BRANHAM,01251940,72,140
April,SCHNEIDER,01171970,56,112
Abbigail,SYLVESTER,09101978,66,126
Joel,ERICKSON,04221943,68,122
Raegan,BUCKNER,10101945,62,126
Joel,KENNY,07151951,59,125
Nicolas,CROFT,09271961,76,154
Joe,HIGHTWOER,06201961,63,124
Jason,BENDER,01291954,78,158
Angel,OCONNOR,07021976,72,164
Jamie,JACOBS,01111966,62,136
Imani,ROBY,06051971,79,174
Ainsley,HASKINS,04061976,60,127
Micheal,CASSIDY,07211974,56,128
Ivan,BEST,12211973,64,124
Jayla,STEARNS,02211984,78,180
Jamarion,WEST,07171958,57,104
Bryce,KAISER,03111968,73,153
Leslie,HAGER,06291968,79,175
Logan,BALES,01081960,57,123
Noah,HIGHTOWER,01071941,71,143
Mikayla,CODY,04091941,74,146
Gsielle,BRINK,12251947,64,139
Saniya,FOLEY,02101964,63,120
Camden,TURNER,01271952,64,141
Eli,COBURN,11191979,70,143
Allison,MATSON,03051985,79,155
Breanna,HALE,09121958,69,134
Riley,FAGAN,03151944,60,111
Frank,GAINES,03211968,72,158
Kyle,SALINAS,07291984,72,163
Lilliana,GILLIS,03061963,74,148
Bianca,BAER,05131953,60,104
Luke,PARENT,09261969,72,135
Harmony,TALLEY,01151941,65,136
Kristian,RALSTON,05271965,69,137
Estrella,CASTANEDA,02071975,73,164
Brenna,ROBINSON,06031955,70,143
Leo,EDDY,01271983,64,132
Caitlin,BARKLEY,01011983,73,156
Jaxson,HITE,02041963,56,99
Lola,GANDY,08011985,77,183
Kaylie,JARRETT,07231941,63,140
Grant,HAYNES,07311973,64,140
Diamond,CASTANEDA,03191982,63,136
Willow,HOLT,06171958,63,120
Casey,NEEDHAM,09121949,57,110
Joe,PEOPLES,10201956,64,134
Chase,YOST,08271941,78,161
Ciara,OLIVER,11091941,60,120
Cheyenne,MELENDEZ,12111970,72,153
Raquel,NGO,02141984,73,170
Jesse,FOSTER,03201962,79,170
Lillie,EASTMAN,10221949,61,144
Edgar,BLACKMON,09111956,56,112
Porter,LESTER,07091968,55,101
Philip,BRINSON,05281960,86,144
Stephanie,MCMILLAN,03251954,65,139
Payton,DOWNEY,08111970,69,158
Everett,HULL,04191948,77,178
Madisyn,DELATORRE,06291967,55,123
Julio,ALND,03071974,73,137
Elliott,HARRISON,07061975,63,129
Kaleb,LONDON,08311947,77,173
Johanna,MOREY,04191947,56,103
Fernanda,TRIPLETT,03091944,59,119
Rodrigo,KINNEY,01041980,57,105
Edward,KIMBROUGH,06271958,75,173
Landon,CARMONA,04121955,62,122
Khaill,MARION,04141951,70,160
Alanna,LARUE,05091958,75,156
Iris,STRANGE,07241952,63,117
Skylar,EASLEY,02281969,62,109
Kylie,WILKINS,05211944,72,113
Veronica,CHRISTOPHER,12181949,64,138
Ariana,MEANS,07221963,76,194
Jameson,NIELSON,09191946,66,142
Samuel,PAULSON,12091960,55,109
Kelsey,STEPHENSON,07041948,59,130
Levi,KNOWLES,04291960,61,126
Lizbeth,HYMAN,03121961,69,155
Cory,PULLEN,11101949,57,111
Lexi,OMALLEY,01071949,68,125
Salvador,VERNON,10301957,60,128
Jude,GALLEGOS,12181967,72,101
Ali,GOMEZ,02151951,73,127
Nora,BAKER,07091983,71,146
Julia,MCMANUS,06241943,78,172
Harmony,BRYSON,11031957,63,114
Elliot,BERGMAN,12111982,61,164
Harrison,HERRON,09291952,64,142
Lilian,ROSALES,04211957,71,146
Felix,HARLEY,02041975,71,151
Rosa,COMER,07221947,78,176
Chris,GRAVES,12061953,64,138
Cole,SCRUGGS,07011947,79,162
Maxwell,BAXTER,10141975,79,149
Elle,DOSS,11101944,69,145
Elias,READ,10271970,65,121
Andy,KAUFFMAN,09201956,73,158
Christopher,GRANGER,04091977,67,149
Macie,PEMBERTON,06041977,71,146
Drake,WILLOUGHBY,04171968,62,137
Serenity,GONZALEZ,05021964,70,196
Johnny,KEENE,04291946,63,127
Alexandria,NEWMAN,04131963,76,146
Rodrigo,SCHULTZ,08251985,70,134
Henry,OLDHAM,04041941,68,155
Alejandro,LEONARD,04171946,59,99
Nikolas,HIGGINBOTHAM,11021947,68,134
Braden,BRUNO,10241941,71,133
Giselle,SCHULTZ,12161973,73,158
Hector,CHIN,04221980,77,156
Erik,MAGUIRE,08181978,62,131
Ana,BRINSON,08201982,66,103
Keaton,WAY,09271956,56,112
Kristina,SORENSEN,05131963,70,149
Ismael,SWAIN,11011960,65,145
Daniella,VENTURA,01251955,63,135
Ryder,WILLIAM,03071972,55,102
Damon,RICKS,04111971,58,115
Reese,LITTLEJOHN,05051979,66,150
Brody,BURKHART,11061971,57,121
Damon,LIBBY,03271981,55,116
Autumn,PURCELL,09251962,76,174
Breanna,SLOAN,11071960,64,131
Macy,PARRIS,05061965,55,111
Skyler,BOLES,12251966,67,119
Macie,STALLINGS,11271950,71,174
Zander,DAVISON,11061957,66,139
Camden,PIERRE,02171952,74,157
Morgan,AGUIRRE,08071983,68,148
Bryan,SAUER,06281948,73,164
Wyatt,STALLINGS,04241967,72,155
Damon,ONEILL,08011962,69,130
Emily,STOREY,08211976,56,108
Gloria,RICKS,01171958,68,139
Melody,MAJOR,09071971,55,106
Lola,PIERRE,11251972,67,119
Talia,MAYFIELD,10121955,63,115
Daniel,DUGGAN,10041965,58,130
axson,MCNAIR,05011974,60,123
Kailyn,LYNCH,10121947,77,159
Aden,BAUGH,06251968,72,151
Kelsey,CUNNINGHAM,08111962,76,182
Jeffery,WELLS,06251973,66,139
Xavier,HARDIN,10231977,66,129
Natalie,SELBY,05291971,62,147
Benjamin,COSBY,03131970,70,149
Amari,ZAPATA,06101982,63,137
Ezekiel,DEMPSEY,08031974,62,129
Valentina,WALDRON,09191984,65,138
Leonel,AMAYA,10211969,78,158
Bella,SHEA,04041964,69,149
Armando,PENNINGTON,12021941,62,137
Felix,CULPEPPER,12021977,59,103
Everett,ROBINETTE,02241942,63,149
Madelyn,MALDONADO,10171976,79,170
Arianna,FELDER,09221943,66,115
Juan,SAUCEDO,04191971,71,152
Lance,SOSA,01281943,72,169
Eden,MCMULLEN,10071965,59,119
Paul,FONTENOT,07271971,69,147
Fabian,CHRISTENSEN,12271940,75,160
David,REDMAN,04201953,56,109
Jay,KIRKLAND,11251962,70,147
Quincy,CHO,06261973,56,110
Derek,GRACE,03101956,70,136
Tony,PLATT,02131963,78,165
Miley,WALLS,03231958,55,102
Zoe,BROOKS,02121980,56,122
Griffin,STRONG,12171952,63,128
Avery,WHITMAN,11271985,69,157
Guillermo,DRISCOLL,07061971,59,115
Caitlin,GOLDMAN,05291978,65,135
Payton,RIDGEWAY,12271977,74,164
Raul,THURSTON,10151959,66,131
Weston,HUFF,02141940,65,150
Annie,LAMAR,01151946,58,97
Miley,MERCADO,03101959,67,132
Camila,OGLESBY,01191940,61,112
Aaliyah,WILKINS,08041975,78,165
Bridget,BURGER,12041961,71,147
Joel,HOUSTON,07091964,69,132
Jaylen,MANSFIELD,10301967,61,138
Alyssa,CLEMENTS,08311952,79,181
Colin,HOUSER,07011964,66,124
Ashlee,CORIBN,12091915,62,113
Abraham,CAMPBELL,01301947,71,141
Greyson,SHARP,01241948,70,145
Savanna,GALE,03131981,75,169
Jack,LITTELFIELD,11181919,68,140
Viviana,QUIGLEY,09071970,62,127
Imani,STALLINGS,06131981,73,164
Grace,SHOOK,05081948,70,138
Alexa,CREECH,02021981,64,129
Colby,TOLBERT,11081959,56,117
Donald,COSTELLO,11291962,75,168
Skyler,SHULTZ,03271942,63,116
Jonathan,BARNHART,10171964,71,152
Francesca,EMERSON,05231966,63,136
Ashlynn,FULTZ,05211973,56,110
Annie,MCIGLL,07291941,78,158
Elias,WOODY,06201976,74,165
Jennafer,HONEYCUTT,07221984,69,138
Corbin,STAPLES,12171975,64,136
Linda,GERBER,11121969,75,149
Brock,FERNANDES,06221974,74,155
Jasmine,TRUONG,07021950,76,165
Colton,ONEIL,04101944,77,156
Heather,SHARPE,11131954,62,130
Julio,KYLE,08181948,62,119
Maximus,EASLEY,07121969,75,151
Robert,GOSSETT,01041944,78,159
Aaron,VU,06141968,71,147
Teagan,MICHEL,03131945,68,146
Jasmine,CHRISTENSON,11281984,79,182
Taylor,WILKERSON,10281981,63,126
Destiny,OROZCO,03251974,61,116
Brendin,FISCHER,01201977,77,162
Ronald,LYMAN,05011946,72,152
Bryan,SHEPHERD,02121958,66,126
Samantha,LEMONS,08261982,77,158
Seth,PURCELL,04051952,58,136
Phillip,HAM,05131959,78,179
Laila,SHOOK,07161966,57,105
Ainsley,WORRELL,09021977,76,170
Sam,KITCHEN,07031982,61,105
Gael,VAUGHN,01191966,58,104
Bryan,PIERSON,09161951,72,146
Brian,ROBINSON,11051969,72,164
Elise,CRANDALL,03081981,61,117
Alessandra,ARNOLD,08161961,59,118
Wyatt,PORTILLO,06121980,58,117
Bella,DONAHUE,05251955,57,130
Lesly,BURNHAM,02051958,78,176
Walter,BLAIR,03051955,75,170
Abel,WEAVER,10021944,57,116
Trey,SIMPSON,02191959,61,113
Johnathan,CORNELL,02121963,71,158
Mya,WINSLOW,12021976,78,163
Landyn,MCLAUGHLIN,06031976,69,135
Jamarion,BEAL,03151985,79,164
Sadie,EARLY,07171967,75,151
Izaiah,SALMON,06231956,76,145
Chloe,WALDEN,12301947,58,115
Esteban,METZ,09281972,70,141
Carlos,CROCKETT,07101977,66,154
Marcos,PATE,01261949,78,169
Angelina,VALLE,12031959,63,136
Evan,GUTIERREZ,01111954,60,123
Makenzie,OLIVARES,07021961,62,126
Charlotte,GRAHAM,11041955,77,184
Makayla,WISEMAN,07131982,66,148
Alejandro,GALLAGHER,08281968,60,115
Mateo,RICKETTS,12211959,67,159
Samara,STINSON,09031975,74,162
Valentina,CHACON,08221942,61,125
Marcus,ALICEA,06041982,62,136
Brayden,SCHULTE,09231984,57,107
Desiree,AQUINO,02081985,60,122
Enrique,COLLIER,05021950,74,164
Donald,OSBORN,10071957,76,158
Orlando,LAUGHLIN,11271977,63,132
Landen,NEWSOME,11261950,77,162
Kristopher,NANCE,02121959,77,159
Cruz,EDDY,01101940,79,168
Genevieve,MCWHORTER,06271973,64,134
James,PURDY,02281979,76,158
Reese,TONEY,12221959,70,144
Alessandra,PARSON,02281985,69,157
Kenneth,JENNINGS,03311981,74,167
Damien,BOWLING,01061973,61,128
Javier,DODGE,02251965,71,151
Rihanna,CHRISTENSON,07041945,70,144
Kassidy,DODD,03201965,73,162
Charlotte,LILLY,04191961,60,132
Evan,SUTTON,11281976,72,138
Antonio,YANG,01061967,71,150
Anaya,HAMM,05271940,60,120
Brenda,FAIR,01251948,62,132
Katie,OCONNOR,06061965,69,145
Jasper,COMBS,03281985,72,172
Mathew,SINGH,02191941,57,119
